Keyword,Intent,Keyword Difficulty,Keyword Opportunity,CPC,Volume ricerca,Stagionalità
corso user interface design,Informational,34,81,3.85,40,
management risorse umane,Informational,27,84,4.79,40,
scrum e agile,Informational,42,80,0,40,
strategie business,Informational,27,85,0,40,
differenza tra scrum e kanban,"Commercial,Informational",42,79,0,40,
quality policy,Informational,20,43,0,40,
international project manager,Informational,42,54,0,40,
ux design roma,Commercial,44,77,0.82,40,
master in risorse umane milano,Informational,23,79,7.64,40,
scrum metodo,Informational,39,82,0.07,40,
oceano blu marketing,Informational,43,79,0.72,40,
ruoli e funzioni aziendali,Informational,24,84,0,40,
agile design,Informational,35,83,0,40,
engineering project,Informational,28,61,0,40,
corso di personal branding,"Transactional,Informational",45,65,2.89,40,
formazione social media,Informational,38,80,4.76,40,
arte di ascoltare,Informational,45,37,0.08,40,
done means,Informational,60,73,0,40,
distruzione creatrice schumpeter,Informational,32,81,0,40,
linkedin è utile,Informational,42,79,0,40,
agile project management corso,"Transactional,Informational",28,81,5.22,40,
visione sistemica significato,Informational,25,85,0,40,
comunicazione efficace corso,"Transactional,Informational",32,74,1.66,40,
ux ui designer,Informational,40,75,0,40,
oceano blu strategia,Informational,57,73,0.16,40,
competenze problem solving,Informational,39,81,0,40,
corso agile scrum,Informational,28,83,2.44,40,
incident itil,Informational,29,80,0,40,
bisogno di stima,Informational,24,86,0,40,
hr analytics software,Informational,42,79,0,40,
master marketing part time,Informational,44,75,17.86,40,
master in organizzazione aziendale,Transactional,46,74,6.74,40,
oceano blu oceano rosso,Informational,40,79,0.25,40,
analisi interna,Informational,40,47,0,40,
change manager it,Informational,39,78,0,40,
corso aula,Informational,28,86,0,40,
progetto di lavoro,Informational,37,77,0.29,40,
fare storytelling,Informational,50,75,0,40,
master online digital marketing,Informational,34,80,8.88,40,
master digital strategy,Informational,31,82,12.68,40,
corso risorse umane roma,Transactional,51,74,2.36,40,
giochi aziendali,Informational,35,78,0.45,40,
delivery hr,"Transactional,Informational",39,77,3.38,40,
uso sistemico significato,Informational,42,79,0,40,
itil v3 foundation,"Transactional,Informational",27,84,1.89,40,
weriad,Commercial,58,51,0.04,40,
arte e marketing,Informational,33,79,0,40,
corso comunicazione social network,"Transactional,Informational",44,77,0,40,
master user experience,Informational,45,75,4.02,40,
master in web design,Informational,37,70,5.94,40,
passione e lavoro,Informational,41,79,0.9,40,
pmp esame,Informational,17,91,1.7,40,
certificazione prince2 costi,Transactional,14,89,2.25,40,
project management test,Informational,25,79,0.87,40,
marketplace locale,Informational,40,75,0.59,40,
ascolto passivo definizione,Informational,25,85,0,40,
corso formazione hr,Transactional,32,83,6.95,40,
corso ethical hacking,"Transactional,Informational",33,80,3.04,40,
metodo lego serious play,Informational,34,80,0.12,40,
analisi swot esempio azienda,Informational,43,77,0.76,40,
agile coach certificazione,Informational,19,89,2.55,40,
piani di successione aziendale,Informational,22,79,1.3,40,
procrastinare definizione,Informational,39,79,0,40,
servizio di help desk,Informational,43,78,0,40,
ricerca competitor,Informational,24,87,4.28,40,
come scegliere un lavoro,Informational,32,82,0.63,40,
corso community manager,"Transactional,Informational",41,73,4.48,40,
eventi startup milano,Informational,34,82,0.86,40,
comportamento professionale,Informational,29,83,0,40,
la swot analysis,Informational,47,77,0.18,40,
devops ci cd,Informational,42,80,13.81,40,
certificazioni curriculum,Informational,50,74,0.68,40,
acronimo pmo,Informational,31,85,0,40,
knowledge management cos'è,Informational,46,75,1.406300696775,40,
come sviluppare empatia,Informational,31,83,0.11,40,
hr corsi,Transactional,40,82,5.94,40,
corso comunicazione efficace milano,Transactional,29,76,2.5,40,
action planning,Informational,28,53,0,40,
auto consapevolezza,Informational,40,78,0.25,40,
business case modello,Informational,52,75,0,40,
team leader manager,Informational,57,72,0,40,
itil incident management,Informational,33,71,10.49,40,
strategie di distribuzione,Informational,33,66,0,40,
come sviluppare l'empatia,Informational,33,82,0.07,40,
corsi formazione hr,Informational,26,86,6.95,40,
personal branding corso,Informational,30,75,3.55,40,
comunicazione efficace in azienda,Informational,22,59,0.49,40,
certified safe agilist,Transactional,24,80,0,40,
tipi di organizzazione aziendale,Informational,28,83,0,40,
pmi pmo,"Navigational,Informational",13,88,1.55,40,
prototipo informatica,Informational,22,86,1.03,40,
motivazioni di lavoro,Informational,41,79,0,40,
master in digital marketing roma,Informational,29,81,5.34,40,
user experience design corso,Informational,40,79,2.26,40,
toyota lean production,Informational,23,86,0.59,40,
safe agilist,Informational,26,67,2.11,40,
approccio sistematico,Informational,28,78,0,40,
training project management,Informational,38,80,0,40,
marketing product specialist,Informational,58,67,4.93,40,
assertivita tecniche,Informational,26,86,0.31,40,
accademia marketing,Informational,27,85,3.22,40,
master in digital marketing milano,Transactional,23,84,17.04,40,
giochi di gruppo sulla comunicazione,Informational,23,86,0.2,40,
safe agike,Informational,35,83,2.11,40,
sviluppo software agile,Informational,47,77,0.78,40,
manager team leader,Informational,49,75,0,40,
posizionamenti,Informational,34,72,0,40,
legge di attrazione come funziona,Informational,34,79,0.8,40,
corsi di formazione social media marketing,Transactional,51,73,4.73,40,
business data analysis,Informational,37,75,6.11,40,
essere efficienti,Informational,36,77,0,40,
leading safe,Informational,30,62,0.47,40,
infosecurity,Informational,43,51,1.21,40,
service level management,Informational,41,54,2.84,40,
prodotti b2b,"Transactional,Informational",32,85,0,40,
insoddisfazione e depressione,Informational,45,76,0,40,
corso ux design roma,Informational,17,82,1.06,40,
coworking a milano,Commercial,42,63,2.56,40,
innovazione creatività,Informational,33,84,0,40,
safe agile framework,Informational,36,79,0.87,40,
project manager office,Informational,25,84,1.56,40,
service value chain,Informational,21,68,0,40,
manager blog,Informational,31,74,0,40,
scuola di retorica,Informational,33,82,0,40,
corso user interface,Informational,35,76,3.85,40,
design academy,Informational,37,32,0,40,
sistema andon,Informational,20,80,0,40,
strategia aziendale esempio,"Commercial,Informational",25,83,5,40,
safe leading,Informational,33,83,0.47,40,
services value chain,Informational,43,73,0,40,
procrastinazione definizione,Informational,40,78,0,40,
saas model,Informational,43,80,0,40,
scala dei bisogni maslow,Informational,40,79,0,40,
social media manager corsi migliori,Commercial,41,78,4.94,30,
master design online,Transactional,35,80,3.87,30,
social media master,Informational,30,83,12.08,30,
tdd test,Informational,37,83,0,30,
strategia oceano blu riassunto,Informational,28,82,0.03,30,
ruoli di un'azienda,Informational,15,90,0.39,30,
company swot,Informational,47,78,0,30,
filosofia agile,Informational,33,74,0,30,
project program management,"Commercial,Informational",43,76,4.25,30,
project management professional pmp certification,Informational,21,85,5.77,30,
itil wikipedia,Informational,24,87,0,30,
cosa sono gli okr,Informational,44,74,1.34,30,
roadmapping,Informational,27,48,0,30,
come essere più empatici,Informational,33,83,0,30,
motivazione per lavorare,Informational,20,87,0,30,
master data science online italia,Transactional,32,80,7.51,30,
talent garden milano prezzi,"Navigational,Transactional",29,82,1.14,30,
master web marketing milano,Informational,30,81,0,30,
poker agile,Informational,31,84,0,30,
schumpeter innovation,Informational,48,76,0,30,
analisi swot punti di debolezza esempi,Informational,41,78,0,30,
esempio analisi swot azienda,Informational,37,80,0,30,
pmp certificazione italia,"Transactional,Informational",21,86,3.14,30,
esempi di project management,Informational,30,82,1.07,30,
definizione project manager,Informational,47,77,0,30,
prince project management,Informational,34,81,1.1,30,
metodologia safe,Informational,33,84,0,30,
posizionamento strategico esempio,Informational,27,83,0.02,30,
multi sided,Informational,46,69,0,30,
empatia come svilupparla,Informational,31,83,0,30,
problem shaping,Informational,34,71,0,30,
corsi per hr,Transactional,32,84,5.14,30,
talent garden pisa,Transactional,21,77,0,30,
business talent,Informational,34,56,0,30,
agile stand up,Informational,28,86,0.71,30,
asa economia aziendale,Informational,24,87,0,30,
analisi swot di un prodotto,Informational,50,74,0.12,30,
lean management toyota,Informational,16,90,0,30,
certificazione devops,Transactional,38,76,2.76,30,
project management agile,Informational,33,76,1.67,30,
gruppo di progetto,Informational,42,74,0,30,
waterfall development,Informational,46,77,0,30,
portfolio definizione,Informational,39,80,0,30,
product owner manager,Informational,53,73,0,30,
posizionamento verona,Informational,35,80,0,30,
tecniche pensiero creativo,Informational,27,83,0,30,
comunicazione proattiva,Informational,35,73,0,30,
corsi hr milano,Informational,34,83,5.72,30,
corso user experience,Informational,37,81,2.88,30,
web design master,Informational,50,76,6.7,30,
progetto soppalco in ferro,Informational,32,83,0.32,30,
agile stand up meeting,Informational,28,84,0,30,
matrice cash cow,Informational,33,82,0,30,
strumenti della comunicazione interna,Informational,22,84,0.82,30,
lean operations,Informational,34,64,0,30,
corso itil v4,Transactional,18,89,2.8,30,
continuous integration devops,Informational,25,85,1.58,30,
struttura gerarchica aziendale,Informational,37,81,0,30,
what is a pmp,Informational,29,81,0.99,30,
prince foundation,Informational,17,88,2.97,30,
product manager owner,"Commercial,Informational",55,72,0,30,
posizionamento prezzo,Informational,49,75,0,30,
gerarchia ruoli aziendali,Informational,19,87,0,30,
tecniche di assertività,Informational,24,81,0.39,30,
trend futuri,Informational,20,89,1.66,30,
leadership collaborativa,Informational,30,40,0,30,
corsi risorse umane milano,Transactional,37,79,4.46,30,
esame scrum master,Informational,23,85,1.57,30,
libro oceano blu,Informational,54,74,0.35,30,
strumenti comunicazione aziendale,Informational,31,80,0,30,
sicurezza e qualità,"Commercial,Informational",37,71,0,30,
agile vs waterfall project management,Commercial,43,75,0.63,30,
continuous integration in devops,Informational,39,69,1.58,30,
case bc,Transactional,39,81,0.12,30,
pmi pdu,Informational,12,92,1.55,30,
po manager,Informational,43,75,1.35,30,
il posizionamento marketing,Informational,36,80,0.78,30,
arte oratoria cicerone,Informational,41,75,0,30,
autoformazione significato,Informational,25,84,0,30,
master key account & sales management,Informational,46,70,12.28,30,
hr big data,Informational,48,78,0,30,
hacker master,Transactional,39,70,0,30,
certificazione psm,Informational,19,89,1.43,30,
ciclo di deming esempio,Informational,27,83,0,30,
crescita personale da dove iniziare,Informational,39,78,0.21,30,
libri lean production,Informational,38,80,0.19,30,
devops continuous integration,Informational,35,82,1.58,30,
sla project management,Informational,37,80,0,30,
product portfolio management,Informational,30,53,3.23,30,
pdu pmi,Informational,13,93,1.55,30,
strategie di prodotto,"Transactional,Informational",26,85,0,30,
product manager jobs,Transactional,46,62,2.08,30,
immagine personale,Informational,30,61,0,30,
pensiero creativo psicologia,Informational,30,82,0,30,
accademia digital marketing,Informational,16,89,3.9,30,
social marketing corso,Informational,43,78,3.69,30,
master of food,Informational,44,70,2.62,30,
agile psm,Informational,8,95,0,30,
resource based view of the firm,Informational,46,73,0,30,
kaizen esempi,Informational,25,87,0,30,
teoria kaizen,Informational,30,84,0,30,
safe practitioner,Informational,27,71,0,30,
project management sla,Informational,14,90,0,30,
team project management,Informational,40,79,4.82,30,
what is pmp,Informational,35,74,0.99,30,
analisi del posizionamento,Informational,27,79,1.9,30,
product manager job,Transactional,54,74,2.08,30,
come diventare autorevole,Informational,23,86,0,30,
apprendimento adulti,Informational,34,81,0,30,
talent garden calabiana,"Navigational,Commercial",34,70,0,30,
corso formazione social media manager,Transactional,43,76,3.9,30,
master of social media,"Transactional,Informational",53,73,12.08,30,
networking day,Informational,44,40,0,30,
psm agile,Informational,13,93,0,30,
strategie competitive di base,Informational,42,67,0.68,30,
esempi di role playing sulla comunicazione,Informational,21,87,0,30,
esempio swot analisi,Informational,45,78,0,30,
safe agile training,"Navigational,Transactional,Informational",34,82,2.61,30,
certificazione itil foundation,Informational,24,84,2.8,30,
come fare un business case,Informational,46,76,0.4,30,
attività pmo,Informational,35,84,0.41,30,
offerte lavoro product manager,Transactional,69,63,0.96,30,
marchio personale,Informational,28,72,0,30,
legge di attrazione funziona,Informational,45,75,0,30,
wellbeing management,Informational,35,81,0,30,
analisi hr,Informational,31,85,6.4,30,
master web marketing e social media,Transactional,41,77,8.12,30,
scrum master psm,Informational,18,89,0.93,30,
teoria di schumpeter,Informational,46,76,0,30,
giochi sulla comunicazione efficace,Informational,34,80,0.32,30,
giochi comunicazione non verbale,Informational,37,79,0,30,
agile corso,Informational,24,88,3.32,30,
certificazione safe,Informational,26,71,2.58,30,
certificazione itil costo,Transactional,20,88,1.05,30,
service desk ticket,Informational,28,84,27.49,30,
struttura organizzativa impresa,Informational,23,84,0,30,
piattaforme multi sided,Informational,26,86,0,30,
differenza tra squadra e gruppo,Informational,27,85,0,30,
buone capacità relazionali,Informational,41,79,0.06,30,
copywriting ux,Informational,20,89,0,30,
accademia web marketing,Commercial,19,88,2.37,30,
ux design milano,Informational,37,75,2.1,30,
coach definizione,Informational,36,82,0,30,
innovazione schumpeter,Informational,44,72,0,30,
ruoli lavorativi,Informational,24,87,0,30,
definizione business,Informational,58,73,0.62,30,
certificazione agile coach,Informational,15,78,2.24,30,
safeagile,Informational,28,86,0,30,
responsabile service,"Transactional,Informational",55,51,0,30,
service desk in itil,Informational,24,85,23.56,30,
manager leader,"Commercial,Informational",39,80,0,30,
developer team,Informational,34,68,0,30,
differenza tra team e gruppo,Informational,32,77,0,30,
ai per il marketing,Informational,33,72,5.54,30,
corso ui ux design,Transactional,38,79,1.473633059367,30,
master in sales,Informational,43,79,5.14,30,
scuola facilitatori,"Navigational,Informational",25,60,0,30,
scrum and agile,Informational,37,81,1.2,30,
strategie imprenditoriali,Informational,52,63,0.62,30,
giochi motivazionali di gruppo,Informational,26,85,0,30,
toyota metodo,Informational,37,82,0,30,
formazione agile,Informational,37,57,1.95,30,
safe practioner,"Commercial,Informational",17,89,0,30,
mvp business,Informational,33,85,0.12,30,
servicemanager,Informational,17,86,0,30,
professione project manager,Informational,59,61,2.4,30,
outcome definizione,Informational,37,76,0,30,
ruolo organizzativo,Informational,11,82,0,30,
corso ai marketing,Informational,42,79,3.18,30,
business innovation manager,Informational,30,67,2.85,30,
master in risorse umane e organizzazione,"Transactional,Informational",40,73,0,30,
certificazione product owner,Informational,14,83,3.18,30,
tecnica scrum,Informational,30,85,0,30,
le strategie competitive,Informational,51,59,1.13,30,
strumenti di comunicazione interna aziendale,Informational,39,67,0,30,
negoziazione tecniche,Informational,29,83,0.9,30,
team cross,Informational,34,56,0,30,
project analyst,Informational,33,55,0,30,
service operations itil,"Transactional,Informational",31,82,18.45,30,
service department,Commercial,41,57,0,30,
design thinking framework,Informational,39,69,5.04,30,
ottenere quello che si vuole,Informational,37,74,0,30,
corso intelligenza artificiale marketing,"Transactional,Informational",30,83,4.06,30,
corso in comunicazione,Informational,31,82,1.52,30,
master pollenzo,Informational,20,87,1,30,
prodotti flop,Informational,38,73,0,30,
guidare il cambiamento,Informational,38,42,0.08,30,
strategie oceano blu,Informational,47,74,0.3,30,
sistema di comunicazione aziendale,Informational,20,80,1.18,30,
saf agile,Informational,44,79,0,30,
gestione di un progetto,Informational,50,66,8.03,30,
support manager,"Transactional,Informational",59,31,0,30,
itil service desk,"Commercial,Informational",26,75,23.56,30,
marketing del prodotto,"Transactional,Informational",31,83,1.28,30,
mettersi in ascolto,Informational,32,79,0,30,
master innovation manager,Informational,47,65,3.91,30,
corso social media management,Informational,44,74,4.79,30,
coworking liguria,Informational,13,91,3.47,30,
test driven,Informational,53,48,0,30,
matrice di mckinsey,Informational,30,83,0,30,
lean operation,Informational,30,75,0,30,
agile safe training,"Transactional,Informational",39,80,2.61,30,
design project manager,Informational,55,68,0.25,30,
modalità organizzative,Informational,44,55,0,30,
service desk itil,Informational,25,86,23.56,30,
product management job,Transactional,51,70,2.08,30,
lavoro che piace,Informational,43,66,0,30,
intelligenza artificiale master,Informational,22,86,3.29,30,
corso ux design milano,Transactional,25,80,3,30,
master banca intesa san paolo,"Navigational,Informational",42,79,3,30,
agile planning,Informational,31,66,1.1,30,
grafico economie di scala,Informational,32,82,0,30,
leadership maxwell,"Transactional,Informational",46,77,0.14,30,
management agile,Informational,40,75,0.91,30,
continual service improvement,Informational,29,44,36.89,30,
client service manager,Informational,52,64,0,30,
procrastinazione wikipedia,Informational,44,77,0,30,
product manager role,Informational,62,69,2.18,30,
paura di sbagliare sul lavoro,Informational,44,78,0,30,
master artificial intelligence italia,Informational,30,81,2.43,30,
corso hr milano,Informational,28,86,5.72,30,
master part time roma,Transactional,27,83,2.72,30,
test tdd,Informational,36,83,0,30,
strategia oceano blu vincere senza competere,Informational,45,67,0.38,30,
ruoli nelle aziende,Informational,17,89,0,30,
swot company,"Commercial,Informational",43,74,0,30,
organigramma funzionale e divisionale,Informational,29,84,0,30,
esame itil,Transactional,18,81,1.66,30,
programme management,Informational,43,67,0,30,
itil service operation,Informational,31,52,18.52,30,
product manager definizione,Informational,38,78,0,30,
designxtutti.com,Informational,39,57,0,30,
essere gruppo,"Transactional,Informational",42,61,0,20,
formazione social media manager,Informational,37,78,3.55,20,
master ux design roma,Transactional,28,84,2.27,20,
master social media e digital marketing,Informational,39,78,13.78,20,
csr programs,Informational,33,84,0,20,
scrum italia,Informational,26,71,0.74,20,
blue ocean strategy italiano,"Transactional,Informational",48,76,0.12,20,
bpr process,Informational,44,80,0,20,
lean management definizione,Informational,13,89,0,20,
agile team coach,Informational,37,66,0.01,20,
itil project management,Informational,19,74,0,20,
agile programme management,Informational,30,52,8.65,20,
faq.com,Informational,25,88,0,20,
service desk team,Informational,44,73,2.24,20,
marketing projects,"Transactional,Informational",42,55,5.61,20,
product design manager,Informational,54,64,0,20,
come decidere che lavoro fare,Informational,39,79,0,20,
lezioni di retorica,Informational,35,77,0.24,20,
come usare la legge di attrazione,Informational,27,84,0,20,
ux writing corso,Transactional,25,85,1.58,20,
master business design,Informational,28,83,9.46,20,
corso social media strategy,Informational,54,62,4.88,20,
master direzione del personale,Informational,28,84,9.15,20,
prodotti fallimentari,Informational,34,82,0,20,
le strategie,"Transactional,Informational",41,58,0,20,
tecniche negoziali,Informational,23,85,0,20,
filosofia lean toyota,Informational,21,88,0,20,
agile coach team,"Transactional,Informational",36,81,0,20,
campagne data driven,Informational,27,86,0,20,
agile software project management,Informational,51,74,7.73,20,
modelli di struttura organizzativa,Informational,30,78,0,20,
service desk monitoring,Informational,32,82,0,20,
professional project management certification,Informational,21,86,4.27,20,
sviluppo di prodotto,Informational,40,78,0,20,
perché serve il giornale aziendale,Informational,22,87,0,20,
essere un vincente,Informational,29,83,0,20,
tecnica kaizen,Informational,41,80,0,20,
corso ux writing,Transactional,27,74,1.81,20,
guide gratuite marketing,Informational,27,79,0,20,
tag genova,Transactional,37,80,0,20,
online marketing master,Informational,38,81,0,20,
esempio modello di porter,Informational,26,84,0,20,
punti di forza e debolezza azienda esempio,Informational,40,79,0,20,
azienda sigma six,Informational,28,86,0,20,
safe agile italiano,Informational,41,79,0,20,
programme and project management,Informational,33,65,0,20,
standard itil,Informational,35,83,0,20,
business services manager,"Transactional,Informational",45,72,0,20,
service desk operator,"Transactional,Informational",40,70,0,20,
project management professional certification,Informational,21,80,4.27,20,
responsabile prodotto,Informational,53,75,1.32,20,
squadra gruppo,Informational,22,87,0,20,
tecniche di comunicazione assertiva,Informational,28,79,0.47,20,
master online in risorse umane,Transactional,42,77,5.21,20,
guida gratuita marketing,Informational,20,86,0,20,
master social media management,Transactional,37,78,6.45,20,
part time masters,Informational,40,70,7.48,20,
chiaravalle cohousing,Commercial,25,87,0,20,
come promuovere se stessi,Informational,15,88,0,20,
problem solving aziendale,Informational,35,71,0.42,20,
agilist,Informational,38,40,0,20,
corso di agile project management,Informational,27,83,2.05,20,
togaf foundation,Informational,23,81,1.24,20,
pmi exams,Informational,5,96,1.72,20,
marketing project,Informational,54,32,5.61,20,
project manager description,Informational,34,79,1.51,20,
marketing certifications,Informational,42,59,4.23,20,
marketing dell'arte,"Transactional,Informational",49,57,0,20,
comunicazione efficace ed efficiente,Informational,27,77,0.37,20,
ux design corso online,Transactional,41,80,1.73,20,
sale riunioni pordenone,Informational,25,84,0,20,
master social media marketing roma,Informational,31,82,8.15,20,
part time master,Informational,33,83,7.51,20,
associazione maestri di strada,Commercial,49,69,0,20,
condivisione di idee,Informational,36,73,0,20,
giochi motivazionali,Informational,26,86,3.29,20,
filosofia toyota kaizen,Informational,25,87,0,20,
reskilling upskilling,Informational,46,71,0,20,
product owner e commerce,Informational,63,69,0,20,
certificazione itil cos'è,Informational,33,82,0.393200998347,20,
manager of project managers,Informational,63,60,4.66,20,
cisa isaca,Informational,12,92,0.66,20,
pmi pmp certified,Informational,22,88,1.93,20,
it framework,Informational,29,66,0,20,
b2b product marketing,"Transactional,Informational",35,52,0,20,
corso oratoria,"Transactional,Informational",37,80,1.49,20,
definizione di autorevolezza,Informational,35,82,0,20,
corso utilizzo social network,Informational,45,73,2.86,20,
sale meeting pordenone,Transactional,20,86,0,20,
talent training,Informational,27,84,0,20,
career mentor,Informational,32,70,1.3,20,
agile coach cos'è,Informational,24,85,0.62,20,
cosa si intende per vantaggio competitivo,Informational,34,81,0,20,
esercizi motivazionali,Informational,22,87,0,20,
motivare una squadra,Informational,26,80,0,20,
certificazione scrum master in italiano,"Commercial,Informational",21,85,1.87,20,
safe metodologia,Informational,37,82,0,20,
project management risk management,Informational,26,83,0,20,
manager project management,Informational,49,75,4.66,20,
service desk it,Informational,54,65,10.12,20,
prince2 methodology,Informational,29,69,0.72,20,
micro manager,"Navigational,Informational",37,79,0,20,
data scientists,Informational,51,71,0,20,
come acquisire autorevolezza,Informational,22,77,0,20,
la filosofia zen,Informational,46,69,0,20,
social media specialist corso,Informational,43,77,2.77,20,
ricerca location eventi roma,Transactional,34,82,0,20,
design accessibile,Informational,35,58,0,20,
torino coworking,Transactional,26,80,1.06,20,
scrum master psm1,Informational,23,87,1.29,20,
vantaggio competitivo significato,Informational,37,78,0,20,
esercitazioni comunicazione efficace,Informational,31,82,0.1,20,
motivare un gruppo,Informational,29,80,0,20,
certificazione scrum master online,Transactional,27,82,1.93,20,
team cross funzionale,Informational,32,73,0,20,
sell manager,Informational,30,79,0,20,
business service management,Informational,42,39,0,20,
services strategy,Informational,25,85,33.94,20,
pmp certification pmi,Informational,14,89,1.93,20,
itil italia,"Transactional,Informational",30,85,0.44,20,
guadagno manager,Transactional,39,81,0,20,
storytelling online,Informational,31,83,1.38244,20,
come applicare la legge di attrazione,Informational,26,85,0,20,
corso social media strategist,"Transactional,Informational",54,70,4.88,20,
ui designer corso,Informational,22,87,1.13,20,
corsi online social media,"Transactional,Informational",52,74,2.68,20,
corso tecniche di comunicazione,"Transactional,Informational",32,82,2.21,20,
recycling games,Informational,19,83,0,20,
framework scrum significato,Informational,31,84,0,20,
facilitatore della comunicazione,Informational,23,81,0,20,
esempio di strategia aziendale,Informational,24,85,0,20,
predisposizione al problem solving,Informational,42,79,0,20,
motivare la squadra,Informational,37,76,0,20,
design thinking processo,Informational,39,80,0,20,
certified safe 4 agilist,Informational,21,86,0,20,
process engineering manager,"Transactional,Informational",63,46,0,20,
certified project management professional,Informational,29,81,4.27,20,
pmp test,Informational,22,89,1.35,20,
pmp training,Informational,23,83,5.75,20,
struttura multifunzionale,Informational,42,78,0.6,20,
master in product management,"Commercial,Informational",50,68,5.11,20,
product model,Informational,30,74,0,20,
autorevoli significato,Informational,36,81,0,20,
pensiero creativo definizione,Informational,21,85,0,20,
digital hr management,Informational,42,73,1.72,20,
online digital marketing master,Transactional,38,78,0,20,
corso formazione social media marketing,Transactional,53,72,3.93,20,
master in social marketing,Transactional,40,77,5.16,20,
talent milano,Informational,45,77,0.13,20,
agile uat,Informational,26,87,0,20,
strategia di corporate e di business,Informational,35,81,0,20,
come motivare un gruppo,Informational,26,80,0,20,
motivare il gruppo,Informational,29,85,0,20,
service delivery in it,Informational,48,75,0,20,
diventare agile coach,Informational,26,71,0.92,20,
leader e manager,"Commercial,Informational",42,75,0,20,
project marketing,Informational,50,70,0.34,20,
service desk help desk,Informational,41,79,5.29,20,
pmi pmp certification,"Navigational,Informational",14,89,1.93,20,
service mgmt,Informational,14,89,0,20,
processo di sviluppo di un nuovo prodotto,Informational,35,80,4.41,20,
product delivery,Commercial,32,54,0,20,
legge di attrazione esperienze,Informational,51,74,0,20,
oratoria di cicerone,Informational,47,73,0,20,
corporate well being,Informational,21,85,4.78,20,
corso serale digital marketing,Informational,32,81,0,20,
social media marketing corso di formazione,Informational,43,77,0,20,
master in internet marketing,Informational,40,78,0,20,
human management,Informational,36,81,0,20,
significato coaching,Informational,26,85,0.45,20,
vantaggio competitivo esempio,Informational,33,80,0,20,
filosofia 5s toyota,Informational,25,87,0,20,
teoria tqm,Informational,35,84,0,20,
itil 4 managing professional,Informational,16,69,0,20,
safe 5 agilist,"Transactional,Informational",35,77,0,20,
knowledge sharing platform,Informational,25,54,8.24,20,
project engineer significato,Informational,41,78,0,20,
logica sistemica,Informational,14,88,0,20,
pmi certified pmp,Informational,22,87,1.93,20,
organizzazione piatta,Informational,19,83,0,20,
aprire un marketplace,"Commercial,Informational",36,76,1.21,20,
customer interviews,Informational,35,58,0,20,
come superare la paura del futuro,Informational,38,80,0,20,
cambiare carriera a 40 anni,Informational,42,78,0.96,20,
legge di attrazione lavoro,Informational,37,79,0.07,20,
wellbeing corporate,Informational,21,83,4.78,20,
talent analytics,Informational,30,49,4.17,20,
corso social media advertising,Informational,44,71,5.36,20,
corso social media specialist,Informational,44,76,3.78,20,
career mentoring,Informational,21,63,1.3,20,
definizione coaching,Informational,31,83,0.45,20,
definizione vantaggio competitivo,Informational,33,81,0,20,
e kaizen,Informational,38,77,0,20,
lavoro kaizen,Informational,31,84,0,20,
certificazione itil online,Transactional,17,84,1.77,20,
scrum con kanban,"Commercial,Informational",31,83,0,20,
chiara badini,Informational,50,37,0,20,
itil training,Informational,28,80,2.76,20,
project management office pmo,Informational,47,73,2.32,20,
pmp certification from pmi,"Navigational,Informational",12,89,1.93,20,
stand meeting,Informational,42,79,0,20,
posizionamento dell azienda sul mercato,Informational,34,81,0,20,
posizionamento garantito,Informational,22,58,0,20,
tecniche di creatività,Informational,29,69,0.21,20,
l arte dell oratoria,Informational,41,79,0,20,
autorevolezza definizione,Informational,40,79,0,20,
talent marketing,Informational,36,43,0,20,
master strategie di sostenibilità aziendale,Transactional,24,79,3.5,20,
academy digital marketing,"Transactional,Informational",21,86,3.13,20,
corso social media online,Informational,49,74,9.14,20,
data hr,Informational,34,84,0,20,
metodologia lego serious play,Informational,25,78,0.73,20,
scrum model,Informational,41,81,0.81,20,
definizione di vantaggio competitivo,Informational,38,74,0,20,
innovazione e creativitÃ ,Informational,20,88,0,20,
manager kaizen,Informational,16,91,0,20,
certificazione acp,Informational,29,83,0,20,
agile foundation,Informational,25,83,2.83,20,
metodologia agile marketing,Informational,49,70,0,20,
funzioni aziendali e strutture organizzative,Informational,25,85,0,20,
thinking design,Informational,43,80,0,20,
itil service design,Informational,24,65,5.91,20,
service request itil,Informational,33,81,6.38,20,
it service delivery,Informational,58,49,0.78,20,
knowledge management aziendale,Informational,26,83,0,20,
consulenza posizionamento,Informational,17,88,0,20,
come creare empatia,Informational,25,86,0,20,
la teoria dell attrazione,Informational,41,79,0.1,20,
marketing arte,"Transactional,Informational",36,81,1.4,20,
master business analyst,Informational,31,82,5.03,20,
scuola digital marketing,Informational,47,75,2.55,20,
master ux,Informational,42,76,8.2,20,
master marketing on line,Transactional,43,77,0,20,
data academy,Informational,29,51,0,20,
planning of action,Informational,27,86,0,20,
test development,Informational,33,82,0,20,
strategie per il business,Informational,42,78,0,20,
gestione comunicazione,Informational,34,72,0,20,
six sigma lean management,Informational,26,85,2.18,20,
giochi lavoro,Informational,37,82,0,20,
agile for italy,Informational,31,83,0,20,
agile user story example,Informational,35,81,0,20,
corso agile marketing,Informational,34,79,0,20,
tipologie di strutture organizzative,Informational,22,80,0,20,
service manager significato,Informational,27,84,0,20,
management office,Informational,38,38,0,20,
service strategy,Informational,45,31,33.94,20,
service desk online,Informational,33,83,7.3,20,
